센션 별 보상,,,,,(오버드라이브 게이지 상승템)
131387,23710323,0.7,209443050,0.7,10
131388,23876295,0.7,210909151,0.7,10
131389,24043428,0.7,212385515,0.7,10
131390,24211731,0.7,213872214,0.7,10
131391,24381213,0.7,215369319,0.7,10
131392,24551883,0.7,216876904,0.7,10
131393,24723747,0.7,218395043,0.7,10
131394,24896811,0.7,219923808,0.7,10
131395,25071090,0.7,221463275,0.7,10
131396,25246587,0.7,223013518,0.7,10
131397,25423314,0.7,224574612,0.7,10
131398,25601277,0.7,226146634,0.7,10
131399,25780485,0.7,227729661,0.7,10
131400,25960950,0.7,229323769,0.7,10
131401,26142675,0.7,230929035,0.7,10
131402,26325675,0.7,232545538,0.7,10
131403,26509953,0.7,234173357,0.7,10
131404,26695524,0.7,235812570,0.7,10
131405,26882391,0.7,237463258,0.7,10
131406,27070569,0.7,239125501,0.7,10
131407,27260064,0.7,240799380,0.7,10
131408,27450885,0.7,242484975,0.7,10
131409,27643041,0.7,244182370,0.7,10
131410,27836541,0.7,245891647,0.7,10
131411,28031397,0.7,247612888,0.7,10
131412,28227618,0.7,249346179,0.7,10
131413,28425210,0.7,251091602,0.7,10
131414,28624185,0.7,252849243,0.7,10
131415,28824555,0.7,254619188,0.7,10
131416,29026329,0.7,256401522,0.7,10
131417,29229513,0.7,258196333,0.7,10
131418,29434119,0.7,260003707,0.7,10
131419,29640156,0.7,261823733,0.7,10
131420,29847639,0.7,263656499,0.7,10
131421,30056571,0.7,265502095,0.7,10
131422,30266967,0.7,267360609,0.7,10
131423,30478836,0.7,269232134,0.7,10
131424,30692190,0.7,271116758,0.7,10
131425,30907035,0.7,273014576,0.7,10
131426,31123383,0.7,274925678,0.7,10
131427,31341246,0.7,276850158,0.7,10
131428,31560636,0.7,278788109,0.7,10
131429,31781559,0.7,280739625,0.7,10
131430,32004030,0.7,282704803,0.7,10
131431,32228058,0.7,284683736,0.7,10
131432,32453655,0.7,286676523,0.7,10
131433,32680830,0.7,288683258,0.7,10
131434,32909598,0.7,290704041,0.7,10
131435,33139965,0.7,292738969,0.7,10
131436,33371943,0.7,294788142,0.7,10
131437,33605547,0.7,296851659,0.7,10
131438,33840786,0.7,298929621,0.7,10
131439,34077672,0.7,301022128,0.7,10
131440,34316214,0.7,303129283,0.7,10
131441,34556430,0.7,305251188,0.7,10
131442,34798323,0.7,307387946,0.7,10
131443,35041911,0.7,309539662,0.7,10
131444,35287206,0.7,311706440,0.7,10
131445,35534217,0.7,313888385,0.7,10
131446,35782956,0.7,316085603,0.7,10
131447,36033435,0.7,318298202,0.7,10
131448,36285669,0.7,320526290,0.7,10
131449,36539670,0.7,322769974,0.7,10
131450,36795447,0.7,325029364,0.7,10
131451,37053015,0.7,327304569,0.7,10
131452,37312386,0.7,329595701,0.7,10
131453,37573575,0.7,331902871,0.7,10
131454,37836588,0.7,334226191,0.7,10
131455,38101446,0.7,336565775,0.7,10
131456,38368155,0.7,338921735,0.7,10
131457,38636733,0.7,341294187,0.7,10
131458,38907189,0.7,343683247,0.7,10
131459,39179538,0.7,346089029,0.7,10
131460,39453795,0.7,348511652,0.7,10
131461,39729972,0.7,350951234,0.7,10
131462,40008084,0.7,353407893,0.7,10
131463,40288140,0.7,355881748,0.7,10
131464,40570155,0.7,358372920,0.7,10
131465,40854147,0.7,360881531,0.7,10
131466,41140125,0.7,363407701,0.7,10
131467,41428107,0.7,365951555,0.7,10
131468,41718105,0.7,368513216,0.7,10
131469,42010131,0.7,371092809,0.7,10
131470,42304203,0.7,373690458,0.7,10
131471,42600330,0.7,376306291,0.7,10
131472,42898533,0.7,378940436,0.7,10
131473,43198824,0.7,381593019,0.7,10
131474,43501215,0.7,384264170,0.7,10
131475,43805724,0.7,386954019,0.7,10
131476,44112363,0.7,389662697,0.7,10
131477,44421150,0.7,392390336,0.7,10
131478,44732097,0.7,395137068,0.7,10
131479,45045222,0.7,397903028,0.7,10
131480,45360540,0.7,400688349,0.7,10
131481,45678063,0.7,403493167,0.7,10
131482,45997809,0.7,406317620,0.7,10
131483,46319793,0.7,409161843,0.7,10
131484,46644033,0.7,412025976,0.7,10
131485,46970541,0.7,414910158,0.7,10
131486,47299335,0.7,417814529,0.7,10
131487,47630430,0.7,420739230,0.7,10
131488,47963844,0.7,423684405,0.7,10
131489,48299589,0.7,426650196,0.7,10
131490,48637686,0.7,429636747,0.7,10
131491,48978150,0.7,432644204,0.7,10
131492,49320999,0.7,435672714,0.7,10
131493,49666245,0.7,438722423,0.7,10
131494,50013909,0.7,441793480,0.7,10
131495,50364006,0.7,444886034,0.7,10
131496,50716554,0.7,448000236,0.7,10
131497,51071571,0.7,451136238,0.7,10
131498,51429072,0.7,454294192,0.7,10
131499,51789075,0.7,457474251,0.7,10
131500,52151598,0.7,460676571,0.7,10
131501,52516659,0.7,463901307,0.7,10
131502,52884276,0.7,467148616,0.7,10
131503,53254467,0.7,470418656,0.7,10
131504,53627247,0.7,473711587,0.7,10
131505,54002637,0.7,477027568,0.7,10
131506,54380655,0.7,480366761,0.7,10
131507,54761322,0.7,483729328,0.7,10
131508,55144650,0.7,487115434,0.7,10
131509,55530663,0.7,490525242,0.7,10
131510,55919376,0.7,493958918,0.7,10
131511,56310813,0.7,497416631,0.7,10
131512,56704989,0.7,500898547,0.7,10
131513,57101922,0.7,504404837,0.7,10
131514,57501636,0.7,507935671,0.7,10
131515,57904149,0.7,511491221,0.7,10
131516,58309476,0.7,515071659,0.7,10
131517,58717644,0.7,518677161,0.7,10
131518,59128668,0.7,522307901,0.7,10
131519,59542569,0.7,525964056,0.7,10
131520,59959365,0.7,529645805,0.7,10
131521,60379080,0.7,533353325,0.7,10
131522,60801735,0.7,537086798,0.7,10
131523,61227348,0.7,540846406,0.7,10
131524,61655937,0.7,544632331,0.7,10
131525,62087529,0.7,548444757,0.7,10
131526,62522142,0.7,552283871,0.7,10
131527,62959797,0.7,556149858,0.7,10
131528,63400515,0.7,560042907,0.7,10
131529,63844320,0.7,563963207,0.7,10
131530,64291230,0.7,567910949,0.7,10
131531,64741269,0.7,571886326,0.7,10
131532,65194458,0.7,575889530,0.7,10
131533,65650818,0.7,579920757,0.7,10
131534,66110376,0.7,583980202,0.7,10
131535,66573147,0.7,588068064,0.7,10
131536,67039158,0.7,592184540,0.7,10
131537,67508433,0.7,596329832,0.7,10
131538,67980993,0.7,600504141,0.7,10
131539,68456859,0.7,604707670,0.7,10
131540,68936058,0.7,608940623,0.7,10
131541,69418611,0.7,613203208,0.7,10
131542,69904539,0.7,617495630,0.7,10
131543,70393872,0.7,621818100,0.7,10
131544,70886628,0.7,626170826,0.7,10
131545,71382834,0.7,630554022,0.7,10
131546,71882514,0.7,634967900,0.7,10
131547,72385692,0.7,639412676,0.7,10
131548,72892392,0.7,643888564,0.7,10
131549,73402638,0.7,648395784,0.7,10
131550,73916457,0.7,652934555,0.7,10
131551,74433873,0.7,657505097,0.7,10
131552,74954910,0.7,662107632,0.7,10
131553,75479595,0.7,666742386,0.7,10
131554,76007952,0.7,671409583,0.7,10
131555,76540008,0.7,676109450,0.7,10
131556,77075787,0.7,680842216,0.7,10
131557,77615319,0.7,685608111,0.7,10
131558,78158625,0.7,690407368,0.7,10
131559,78705735,0.7,695240220,0.7,10
131560,79256676,0.7,700106901,0.7,10
131561,79811472,0.7,705007649,0.7,10
131562,80370153,0.7,709942703,0.7,10
131563,80932743,0.7,714912302,0.7,10
131564,81499272,0.7,719916688,0.7,10
131565,82069767,0.7,724956105,0.7,10
131566,82644255,0.7,730030798,0.7,10
131567,83222766,0.7,735141013,0.7,10
131568,83805324,0.7,740287000,0.7,10
131569,84391962,0.7,745469009,0.7,10
131570,84982707,0.7,750687292,0.7,10
131571,85577586,0.7,755942103,0.7,10
131572,86176629,0.7,761233698,0.7,10
131573,86779866,0.7,766562334,0.7,10
131574,87387324,0.7,771928270,0.7,10
131575,87999036,0.7,777331768,0.7,10
131576,88615029,0.7,782773091,0.7,10
131577,89235333,0.7,788252502,0.7,10
131578,89859981,0.7,793770270,0.7,10
131579,90489000,0.7,799326662,0.7,10
131580,91122423,0.7,804921948,0.7,10
131581,91760280,0.7,810556402,0.7,10
131582,92402604,0.7,816230297,0.7,10
131583,93049422,0.7,821943909,0.7,10
131584,93700767,0.7,827697516,0.7,10
131585,94356672,0.7,833491399,0.7,10
131586,95017170,0.7,839325839,0.7,10
131587,95682288,0.7,845201119,0.7,10
131588,96352065,0.7,851117527,0.7,10
131589,97026531,0.7,857075350,0.7,10
131590,97705716,0.7,863074877,0.7,10
131591,98389656,0.7,869116402,0.7,10
131592,99078384,0.7,875200216,0.7,10
131593,99771933,0.7,881326618,0.7,10
131594,100470336,0.7,887495904,0.7,10
131595,101173626,0.7,893708376,0.7,10
131596,101881842,0.7,899964334,0.7,10
131597,102595017,0.7,906264084,0.7,10
131598,103313181,0.7,912607933,0.7,10
131599,104036373,0.7,918996189,0.7,10
131600,104764629,0.7,925429162,0.7,10
131601,105497979,0.7,931907166,0.7,10
131602,106236465,0.7,938430516,0.7,10
131603,106980120,0.7,944999530,0.7,10
131604,107728983,0.7,951614527,0.7,10
131605,108483084,0.7,958275828,0.7,10
131606,109242468,0.7,964983759,0.7,10
131607,110007165,0.7,971738645,0.7,10
131608,110777214,0.7,978540816,0.7,10
131609,111552654,0.7,985390602,0.7,10
131610,112333524,0.7,992288336,0.7,10
131611,113119857,0.7,999234354,0.7,10
131612,113911698,0.7,1006228995,0.7,10
131613,114709080,0.7,1013272598,0.7,10
131614,115512042,0.7,1020365506,0.7,10
131615,116320626,0.7,1027508064,0.7,10
131616,117134871,0.7,1034700621,0.7,10
131617,117954816,0.7,1041943525,0.7,10
131618,118780500,0.7,1049237130,0.7,10
131619,119611962,0.7,1056581790,0.7,10
131620,120449247,0.7,1063977862,0.7,10
131621,121292391,0.7,1071425707,0.7,10
131622,122141436,0.7,1078925687,0.7,10
131623,122996427,0.7,1086478167,0.7,10
131624,123857403,0.7,1094083514,0.7,10
131625,124724403,0.7,1101742099,0.7,10
131626,125597475,0.7,1109454293,0.7,10
131627,126476658,0.7,1117220474,0.7,10
131628,127361994,0.7,1125041017,0.7,10
131629,128253528,0.7,1132916304,0.7,10
131630,129151302,0.7,1140846718,0.7,10
131631,130055361,0.7,1148832645,0.7,10
131632,130965750,0.7,1156874474,0.7,10
131633,131882511,0.7,1164972595,0.7,10
131634,132805686,0.7,1173127403,0.7,10
131635,133735326,0.7,1181339295,0.7,10
131636,134671473,0.7,1189608670,0.7,10
131637,135614175,0.7,1197935931,0.7,10
131638,136563474,0.7,1206321482,0.7,10
131639,137519418,0.7,1214765733,0.7,10
131640,138482055,0.7,1223269093,0.7,10
131641,139451427,0.7,1231831976,0.7,10
131642,140427588,0.7,1240454800,0.7,10
131643,141410580,0.7,1249137984,0.7,10
131644,142400457,0.7,1257881950,0.7,10
131645,143397258,0.7,1266687123,0.7,10
131646,144401040,0.7,1275553933,0.7,10
131647,145411848,0.7,1284482811,0.7,10
131648,146429730,0.7,1293474190,0.7,10
131649,147454737,0.7,1302528510,0.7,10
131650,148486920,0.7,1311646209,0.7,10
131651,149526330,0.7,1320827733,0.7,10
131652,150573015,0.7,1330073527,0.7,10
131653,151627026,0.7,1339384042,0.7,10
131654,152688414,0.7,1348759730,0.7,10
131655,153757233,0.7,1358201048,0.7,10
131656,154833534,0.7,1367708455,0.7,10
131657,155917368,0.7,1377282414,0.7,10
131658,157008789,0.7,1386923391,0.7,10
131659,158107851,0.7,1396631855,0.7,10
131660,159214605,0.7,1406408278,0.7,10
131661,160329108,0.7,1416253136,0.7,10
131662,161451411,0.7,1426166908,0.7,10
131663,162581571,0.7,1436150076,0.7,10
131664,163719642,0.7,1446203127,0.7,10
131665,164865681,0.7,1456326549,0.7,10
131666,166019742,0.7,1466520835,0.7,10
131667,167181879,0.7,1476786480,0.7,10
131668,168352152,0.7,1487123986,0.7,10
131669,169530618,0.7,1497533854,0.7,10
131670,170717331,0.7,1508016591,0.7,10
131671,171912354,0.7,1518572707,0.7,10
131672,173115738,0.7,1529202716,0.7,10
131673,174327549,0.7,1539907135,0.7,10
131674,175547841,0.7,1550686485,0.7,10
131675,176776677,0.7,1561541290,0.7,10
131676,178014114,0.7,1572472079,0.7,10
131677,179260212,0.7,1583479384,0.7,10
131678,180515034,0.7,1594563739,0.7,10
131679,181778640,0.7,1605725686,0.7,10
131680,183051090,0.7,1616965765,0.7,10
131681,184332447,0.7,1628284526,0.7,10
131682,185622774,0.7,1639682517,0.7,10
131683,186922134,0.7,1651160295,0.7,10
131684,188230590,0.7,1662718417,0.7,10
131685,189548202,0.7,1674357446,0.7,10
131686,190875039,0.7,1686077948,0.7,10
131687,192211167,0.7,1697880494,0.7,10
131688,193556643,0.7,1709765657,0.7,10
131689,194911539,0.7,1721734017,0.7,10
131690,196275921,0.7,1733786155,0.7,10
131691,197649852,0.7,1745922658,0.7,10
131692,199033401,0.7,1758144117,0.7,10
131693,200426634,0.7,1770451125,0.7,10
131694,201829623,0.7,1782844283,0.7,10
131695,203242428,0.7,1795324193,0.7,10
131696,204665127,0.7,1807891463,0.7,10
131697,206097783,0.7,1820546703,0.7,10
131698,207540465,0.7,1833290530,0.7,10
131699,208993251,0.7,1846123564,0.7,10
131700,210456201,0.7,1859046428,0.7,10
131701,211929396,0.7,1872059753,0.7,10
131702,213412902,0.7,1885164172,0.7,10
131703,214906791,0.7,1898360321,0.7,10
131704,216411141,0.7,1911648843,0.7,10
131705,217926018,0.7,1925030385,0.7,10
131706,219451500,0.7,1938505598,0.7,10
131707,220987659,0.7,1952075137,0.7,10
131708,222534573,0.7,1965739663,0.7,10
131709,224092317,0.7,1979499841,0.7,10
131710,225660963,0.7,1993356339,0.7,10
131711,227240589,0.7,2007309834,0.7,10
131712,228831273,0.7,2021361003,0.7,10
131713,230433093,0.7,2035510530,0.7,10
131714,232046124,0.7,2049759103,0.7,10
131715,233670447,0.7,2064107417,0.7,10
131716,235306140,0.7,2078556169,0.7,10
131717,236953281,0.7,2093106062,0.7,10
131718,238611954,0.7,2107757805,0.7,10
131719,240282240,0.7,2122512109,0.7,10
131720,241964214,0.7,2137369694,0.7,10
131721,243657963,0.7,2152331282,0.7,10
131722,245363571,0.7,2167397601,0.7,10
131723,247081116,0.7,2182569384,0.7,10
131724,248810682,0.7,2197847370,0.7,10
131725,250552359,0.7,2213232301,0.7,10
131726,252306225,0.7,2228724928,0.7,10
131727,254072367,0.7,2244326002,0.7,10
131728,255850875,0.7,2260036284,0.7,10
131729,257641830,0.7,2275856538,0.7,10
131730,259445322,0.7,2291787534,0.7,10
131731,261261441,0.7,2307830047,0.7,10
131732,263090271,0.7,2323984857,0.7,10
131733,264931902,0.7,2340252751,0.7,10
131734,266786427,0.7,2356634520,0.7,10
131735,268653930,0.7,2373130962,0.7,10
131736,270534507,0.7,2389742878,0.7,10
131737,272428251,0.7,2406471079,0.7,10
131738,274335246,0.7,2423316376,0.7,10
131739,276255594,0.7,2440279591,0.7,10
131740,278189382,0.7,2457361548,0.7,10
131741,280136709,0.7,2474563079,0.7,10
131742,282097665,0.7,2491885020,0.7,10
131743,284072349,0.7,2509328215,0.7,10
131744,286060857,0.7,2526893513,0.7,10
131745,288063282,0.7,2544581768,0.7,10
131746,290079726,0.7,2562393840,0.7,10
131747,292110282,0.7,2580330597,0.7,10
131748,294155055,0.7,2598392911,0.7,10
131749,296214141,0.7,2616581661,0.7,10
131750,298287639,0.7,2634897733,0.7,10
131751,300375654,0.7,2653342017,0.7,10
131752,302478282,0.7,2671915411,0.7,10
131753,304595631,0.7,2690618819,0.7,10
131754,306727800,0.7,2709453151,0.7,10
131755,308874894,0.7,2728419323,0.7,10
131756,311037018,0.7,2747518258,0.7,10
131757,313214277,0.7,2766750886,0.7,10
131758,315406779,0.7,2786118142,0.7,10
131759,317614626,0.7,2805620969,0.7,10
131760,319837929,0.7,2825260316,0.7,10
131761,322076793,0.7,2845037138,0.7,10
131762,324331332,0.7,2864952398,0.7,10
131763,326601651,0.7,2885007065,0.7,10
131764,328887861,0.7,2905202114,0.7,10
131765,331190076,0.7,2925538529,0.7,10
131766,333508407,0.7,2946017299,0.7,10
131767,335842965,0.7,2966639420,0.7,10
131768,338193867,0.7,2987405896,0.7,10
131769,340561224,0.7,3008317737,0.7,10
131770,342945153,0.7,3029375961,0.7,10
131771,345345768,0.7,3050581593,0.7,10
131772,347763189,0.7,3071935664,0.7,10
131773,350197530,0.7,3093439214,0.7,10
131774,352648914,0.7,3115093288,0.7,10
131775,355117455,0.7,3136898941,0.7,10
131776,357603279,0.7,3158857234,0.7,10
131777,360106500,0.7,3180969235,0.7,10
131778,362627247,0.7,3203236019,0.7,10
131779,365165637,0.7,3225658671,0.7,10
131780,367721796,0.7,3248238282,0.7,10
131781,370295850,0.7,3270975950,0.7,10
131782,372887922,0.7,3293872782,0.7,10
131783,375498135,0.7,3316929891,0.7,10
131784,378126624,0.7,3340148400,0.7,10
131785,380773509,0.7,3363529439,0.7,10
131786,383438925,0.7,3387074145,0.7,10
131787,386122995,0.7,3410783664,0.7,10
131788,388825857,0.7,3434659150,0.7,10
131789,391547637,0.7,3458701764,0.7,10
131790,394288473,0.7,3482912676,0.7,10
131791,397048491,0.7,3507293065,0.7,10
131792,399827832,0.7,3531844117,0.7,10
131793,402626625,0.7,3556567025,0.7,10
131794,405445011,0.7,3581462995,0.7,10
131795,408283128,0.7,3606533236,0.7,10
131796,411141108,0.7,3631778968,0.7,10
131797,414019098,0.7,3657201421,0.7,10
131798,416917230,0.7,3682801831,0.7,10
131799,419835651,0.7,3708581444,0.7,10
131800,422774499,0.7,3734541514,0.7,10
131801,425733921,0.7,3760683304,0.7,10
131802,428714058,0.7,3787008088,0.7,10
131803,431715057,0.7,3813517144,0.7,10
131804,434737062,0.7,3840211764,0.7,10
131805,437780223,0.7,3867093247,0.7,10
131806,440844684,0.7,3894162899,0.7,10
131807,443930598,0.7,3921422040,0.7,10
131808,447038112,0.7,3948871994,0.7,10
131809,450167379,0.7,3976514098,0.7,10
131810,453318549,0.7,4004349696,0.7,10
131811,456491778,0.7,4032380144,0.7,10
131812,459687222,0.7,4060606805,0.7,10
131813,462905031,0.7,4089031053,0.7,10
131814,466145367,0.7,4117654270,0.7,10
131815,469408386,0.7,4146477850,0.7,10
131816,472694244,0.7,4175503195,0.7,10
131817,476003103,0.7,4204731718,0.7,10
131818,479335125,0.7,4234164840,0.7,10
131819,482690472,0.7,4263803993,0.7,10
131820,486069306,0.7,4293650621,0.7,10
131821,489471789,0.7,4323706176,0.7,10
131822,492898092,0.7,4353972119,0.7,10
131823,496348380,0.7,4384449924,0.7,10
131824,499822818,0.7,4415141073,0.7,10
131825,503321577,0.7,4446047061,0.7,10
131826,506844828,0.7,4477169390,0.7,10
131827,510392742,0.7,4508509576,0.7,10
131828,513965490,0.7,4540069143,0.7,10
131829,517563249,0.7,4571849627,0.7,10
131830,521186193,0.7,4603852574,0.7,10
131831,524834496,0.7,4636079542,0.7,10
131832,528508338,0.7,4668532099,0.7,10
131833,532207896,0.7,4701211824,0.7,10
131834,535933350,0.7,4734120307,0.7,10
131835,539684883,0.7,4767259149,0.7,10
131836,543462678,0.7,4800629963,0.7,10
131837,547266918,0.7,4834234373,0.7,10
131838,551097786,0.7,4868074013,0.7,10
131839,554955471,0.7,4902150531,0.7,10
131840,558840159,0.7,4936465585,0.7,10
131841,562752039,0.7,4971020844,0.7,10
131842,566691303,0.7,5005817990,0.7,10
131843,570658143,0.7,5040858716,0.7,10
131844,574652751,0.7,5076144727,0.7,10
131845,578675319,0.7,5111677740,0.7,10
131846,582726048,0.7,5147459484,0.7,10
131847,586805130,0.7,5183491701,0.7,10
131848,590912766,0.7,5219776143,0.7,10
131849,595049154,0.7,5256314576,0.7,10
131850,599214498,0.7,5293108778,0.7,10
131851,603408999,0.7,5330160539,0.7,10
131852,607632864,0.7,5367471663,0.7,10
131853,611886294,0.7,5405043964,0.7,10
131854,616169496,0.7,5442879272,0.7,10
131855,620482683,0.7,5480979427,0.7,10
131856,624826062,0.7,5519346283,0.7,10
131857,629199843,0.7,5557981707,0.7,10
131858,633604242,0.7,5596887579,0.7,10
131859,638039472,0.7,5636065792,0.7,10
131860,642505749,0.7,5675518253,0.7,10
131861,647003289,0.7,5715246880,0.7,10
131862,651532314,0.7,5755253609,0.7,10
131863,656093040,0.7,5795540384,0.7,10
131864,660685689,0.7,5836109166,0.7,10
131865,665310489,0.7,5876961931,0.7,10
131866,669967662,0.7,5918100664,0.7,10
131867,674657436,0.7,5959527369,0.7,10
131868,679380039,0.7,6001244060,0.7,10
131869,684135699,0.7,6043252769,0.7,10
131870,688924650,0.7,6085555538,0.7,10
131871,693747123,0.7,6128154427,0.7,10
131872,698603352,0.7,6171051508,0.7,10
131873,703493574,0.7,6214248868,0.7,10
131874,708418029,0.7,6257748611,0.7,10
131875,713376957,0.7,6301552851,0.7,10
131876,718370595,0.7,6345663721,0.7,10
131877,723399189,0.7,6390083367,0.7,10
131878,728462982,0.7,6434813950,0.7,10
131879,733562223,0.7,6479857648,0.7,10
131880,738697161,0.7,6525216652,0.7,10
131881,743868039,0.7,6570893168,0.7,10
131882,749075115,0.7,6616889420,0.7,10
131883,754318641,0.7,6663207646,0.7,10
131884,759598872,0.7,6709850100,0.7,10
131885,764916066,0.7,6756819051,0.7,10
131886,770270478,0.7,6804116784,0.7,10
131887,775662372,0.7,6851745601,0.7,10
131888,781092006,0.7,6899707821,0.7,10
131889,786559650,0.7,6948005775,0.7,10
131890,792065568,0.7,6996641816,0.7,10
131891,797610027,0.7,7045618308,0.7,10
131892,803193297,0.7,7094937637,0.7,10
131893,808815651,0.7,7144602200,0.7,10
131894,814477362,0.7,7194614415,0.7,10
131895,820178703,0.7,7244976716,0.7,10
131896,825919953,0.7,7295691553,0.7,10
131897,831701394,0.7,7346761394,0.7,10
131898,837523302,0.7,7398188724,0.7,10
131899,843385965,0.7,7449976045,0.7,10
131900,849289668,0.7,7502125877,0.7,10
131901,855234696,0.7,7554640759,0.7,10
131902,861221337,0.7,7607523244,0.7,10
131903,867249888,0.7,7660775907,0.7,10
131904,873320637,0.7,7714401338,0.7,10
131905,879433881,0.7,7768402147,0.7,10
131906,885589917,0.7,7822780962,0.7,10
131907,891789048,0.7,7877540429,0.7,10
131908,898031571,0.7,7932683212,0.7,10
131909,904317792,0.7,7988211995,0.7,10
131910,910648017,0.7,8044129478,0.7,10
131911,917022552,0.7,8100438385,0.7,10
131912,923441709,0.7,8157141454,0.7,10
131913,929905803,0.7,8214241444,0.7,10
131914,936415143,0.7,8271741134,0.7,10
131915,942970050,0.7,8329643322,0.7,10
131916,949570839,0.7,8387950825,0.7,10
131917,956217834,0.7,8446666481,0.7,10
131918,962911359,0.7,8505793146,0.7,10
131919,969651741,0.7,8565333698,0.7,10
131920,976439301,0.7,8625291034,0.7,10
131921,983274378,0.7,8685668071,0.7,10
131922,990157296,0.7,8746467748,0.7,10
131923,997088400,0.7,8807693022,0.7,10
131924,1004068017,0.7,8869346873,0.7,10
131925,1011096492,0.7,8931432301,0.7,10
131926,1018174170,0.7,8993952327,0.7,10
131927,1025301387,0.7,9056909994,0.7,10
131928,1032478497,0.7,9120308364,0.7,10
131929,1039705848,0.7,9184150522,0.7,10
131930,1046983788,0.7,9248439576,0.7,10
131931,1054312674,0.7,9313178653,0.7,10
131932,1061692863,0.7,9378370903,0.7,10
131933,1069124712,0.7,9444019500,0.7,10
131934,1076608587,0.7,9510127636,0.7,10
131935,1084144848,0.7,9576698530,0.7,10
131936,1091733861,0.7,9643735419,0.7,10
131937,1099375998,0.7,9711241567,0.7,10
131938,1107071631,0.7,9779220258,0.7,10
131939,1114821132,0.7,9847674800,0.7,10
131940,1122624879,0.7,9916608524,0.7,10
131941,1130483253,0.7,9986024783,0.7,10
131942,1138396635,0.7,10055926957,0.7,10
131943,1146365412,0.7,10126318446,0.7,10
131944,1154389971,0.7,10197202675,0.7,10
131945,1162470699,0.7,10268583093,0.7,10
131946,1170607995,0.7,10340463175,0.7,10
131947,1178802252,0.7,10412846417,0.7,10
131948,1187053866,0.7,10485736342,0.7,10
131949,1195363245,0.7,10559136497,0.7,10
131950,1203730785,0.7,10633050452,0.7,10
131951,1212156903,0.7,10707481805,0.7,10
131952,1220642001,0.7,10782434178,0.7,10
131953,1229186493,0.7,10857911217,0.7,10
131954,1237790799,0.7,10933916596,0.7,10
131955,1246455336,0.7,11010454012,0.7,10
131956,1255180521,0.7,11087527190,0.7,10
131957,1263966786,0.7,11165139880,0.7,10
131958,1272814554,0.7,11243295859,0.7,10
131959,1281724257,0.7,11321998930,0.7,10
131960,1290696324,0.7,11401252923,0.7,10
131961,1299731199,0.7,11481061693,0.7,10
131962,1308829317,0.7,11561429125,0.7,10
131963,1317991122,0.7,11642359129,0.7,10
131964,1327217061,0.7,11723855643,0.7,10
131965,1336507581,0.7,11805922633,0.7,10
131966,1345863135,0.7,11888564091,0.7,10
131967,1355284176,0.7,11971784040,0.7,10
131968,1364771166,0.7,12055586528,0.7,10
131969,1374324564,0.7,12139975634,0.7,10
131970,1383944835,0.7,12224955463,0.7,10
131971,1393632450,0.7,12310530151,0.7,10
131972,1403387877,0.7,12396703862,0.7,10
131973,1413211590,0.7,12483480789,0.7,10
131974,1423104072,0.7,12570865155,0.7,10
131975,1433065800,0.7,12658861211,0.7,10
131976,1443097260,0.7,12747473239,0.7,10
131977,1453198941,0.7,12836705552,0.7,10
131978,1463371335,0.7,12926562491,0.7,10
131979,1473614934,0.7,13017048428,0.7,10
131980,1483930239,0.7,13108167767,0.7,10
131981,1494317751,0.7,13199924942,0.7,10
131982,1504777974,0.7,13292324416,0.7,10
131983,1515311421,0.7,13385370687,0.7,10
131984,1525918599,0.7,13479068282,0.7,10
131985,1536600030,0.7,13573421760,0.7,10
131986,1547356230,0.7,13668435712,0.7,10
131987,1558187724,0.7,13764114762,0.7,10
131988,1569095037,0.7,13860463566,0.7,10
131989,1580078703,0.7,13957486811,0.7,10
131990,1591139253,0.7,14055189218,0.7,10
131991,1602277230,0.7,14153575543,0.7,10
131992,1613493171,0.7,14252650572,0.7,10
131993,1624787622,0.7,14352419126,0.7,10
131994,1636161135,0.7,14452886060,0.7,10
131995,1647614262,0.7,14554056262,0.7,10
131996,1659147564,0.7,14655934656,0.7,10
131997,1670761596,0.7,14758526198,0.7,10
131998,1682456928,0.7,14861835882,0.7,10
131999,1694234127,0.7,14965868733,0.7,10
132000,1706093766,0.7,15070629814,0.7,10
